"veiculo","ano","marca","categoria","sexo_condutor","idade_condutor","estado","valor_sinistro"
"Creta",2015,"Ford","Perua","Feminino",62,"MS",23959.5993549563
"Civic",2006,"Honda","Perua","Feminino",55,"MS",7654.94253390934
"Jeep Renegade",2021,"Honda","Perua","Feminino",25,"GO",241664.476451883
"Onix",2011,"Volkswagen","Perua","Feminino",34,"RO",102161.677900888
"Ka",2021,"Honda","Picape","Feminino",35,"RO",7720.43703375384
"Gol",2003,"Hyundai","Perua","Feminino",37,"MS",185579.702774971
"Onix",2020,"Toyota","SUV","Feminino",35,"CE",89763.524098834
"Civic",2000,"Jeep","Crossover","Feminino",59,"PA",45820.3430390684
"Jeep Renegade",2011,"Volkswagen","Esportivo","Masculino",62,"MS",17980.8638757095
"Prisma",2003,"Chevrolet","Perua","Feminino",43,"AC",91556.6756070359
"Creta",2011,"Toyota","Crossover","Feminino",43,"PI",43003.2317270292
"Creta",2007,"Volkswagen","Esportivo","Masculino",36,"MT",132010.961709311
"Gol",2024,"Volkswagen","Minivan","Masculino",52,"MT",7601.97685796302
"Fox",2017,"Chevrolet","Esportivo","Feminino",32,"PR",70115.5936724041
"Corolla",2015,"Hyundai","Esportivo","Feminino",37,"SE",129586.155809416
"Corolla",2021,"Ford","Picape","Feminino",65,"AM",36952.609821246
"Jeep Renegade",2003,"Chevrolet","Esportivo","Feminino",38,"GO",17318.3665355202
"HB20",2010,"Volkswagen","Crossover","Feminino",59,"SE",37141.8861851562
"Onix",2012,"Chevrolet","Furgão","Feminino",36,"MT",75378.6755908281
"Jeep Renegade",2021,"Volkswagen","SUV","Feminino",22,"GO",173694.391334429
"Prisma",2020,"Hyundai","Furgão","Masculino",47,"PB",65437.8664003685
"HB20",2022,"Hyundai","Sedan","Masculino",42,"BA",72773.348502419
"Fox",2004,"Hyundai","SUV","Feminino",26,"PE",9391.4671495324
"Gol",2020,"Hyundai","SUV","Feminino",55,"PA",4749.42536156159
"Civic",2005,"Honda","Crossover","Feminino",27,"AM",14643.3883334976
"Jeep Renegade",2000,"Volkswagen","Esportivo","Masculino",36,"BA",59797.7657152805
"Onix",2014,"Jeep","Crossover","Feminino",35,"PI",198949.95540923
"HB20",2000,"Honda","Minivan","Masculino",29,"AL",186476.950129517
"Onix",2008,"Toyota","Hatch","Feminino",24,"SP",160644.516900368
"HB20",2016,"Jeep","Crossover","Feminino",32,"SC",121368.181716162
"Fox",2003,"Hyundai","Picape","Masculino",48,"MG",95843.6175545678
"Civic",2022,"Jeep","Perua","Masculino",26,"PI",82316.9801945565
"Fox",2015,"Jeep","Picape","Feminino",34,"SC",177601.858019945
"Fox",2014,"Volkswagen","Picape","Feminino",48,"PR",90319.1496950574
"Creta",2008,"Honda","Crossover","Masculino",42,"SP",61888.4251516545
"Onix",2024,"Honda","Sedan","Feminino",25,"MA",152520.034830761
"Jeep Renegade",2009,"Jeep","SUV","Masculino",52,"PI",21747.484447225
"Fox",2016,"Chevrolet","Crossover","Masculino",19,"BA",131478.993577883
"Onix",2003,"Jeep","Perua","Feminino",35,"MS",174296.043916605
"Creta",2011,"Honda","Minivan","Feminino",39,"RR",150424.379042466
"HB20",2004,"Jeep","Esportivo","Masculino",36,"RO",101998.012577789
"Jeep Renegade",2010,"Volkswagen","Furgão","Masculino",34,"GO",56321.3752678363
"Gol",2004,"Jeep","Esportivo","Masculino",43,"SC",90947.7153480751
"Corolla",2024,"Honda","Minivan","Feminino",44,"SC",17442.8564309143
"Onix",2009,"Honda","Crossover","Feminino",47,"AP",13852.203043527
"Civic",2000,"Honda","Sedan","Feminino",31,"MG",155575.394140068
"Creta",2007,"Jeep","Sedan","Masculino",47,"MG",28252.2868311033
"Corolla",2001,"Jeep","Esportivo","Feminino",35,"PE",96345.8747141995
"Civic",2002,"Toyota","SUV","Masculino",33,"AP",103250.285808463
"Fox",2020,"Volkswagen","Minivan","Feminino",62,"AL",2684.92385258432
"HB20",2015,"Hyundai","Furgão","Masculino",20,"SE",257562.204658636
"Fox",2004,"Honda","Crossover","Masculino",23,"RR",41003.6729994463
"Onix",2000,"Chevrolet","Furgão","Feminino",60,"GO",45598.7286003074
"Ka",2021,"Ford","SUV","Masculino",65,"RS",31853.1320801703
"Creta",2023,"Honda","Picape","Feminino",44,"RS",88435.9015909256
"Onix",2008,"Toyota","Furgão","Feminino",42,"GO",96188.8881314546
"Jeep Renegade",2024,"Toyota","Furgão","Masculino",56,"RR",24710.2810685057
"Civic",2018,"Jeep","Sedan","Masculino",20,"CE",119230.443637166
"Corolla",2015,"Ford","Furgão","Feminino",59,"MT",37951.0298926383
"Creta",2010,"Ford","Minivan","Masculino",44,"ES",58612.7480043331
"Ka",2010,"Volkswagen","Minivan","Masculino",52,"AM",37542.0714684529
"Jeep Renegade",2019,"Honda","Perua","Feminino",34,"SC",15801.5094343806
"Corolla",2006,"Volkswagen","Esportivo","Masculino",48,"AM",21664.0754755121
"Gol",2024,"Honda","Minivan","Masculino",46,"AC",16154.3724279385
"Fox",2009,"Chevrolet","Minivan","Masculino",46,"MA",41551.0132644093
"Ka",2020,"Volkswagen","Crossover","Masculino",27,"AM",152588.054536562
"Jeep Renegade",2015,"Chevrolet","Furgão","Masculino",53,"PR",25607.385767065
"Ka",2011,"Volkswagen","Esportivo","Feminino",52,"ES",19044.9811821105
"Creta",2019,"Toyota","Furgão","Masculino",38,"DF",109322.932583466
"Fox",2020,"Honda","Furgão","Feminino",65,"RS",14849.006308266
"Creta",2012,"Jeep","Crossover","Feminino",57,"ES",19725.7035436574
"Jeep Renegade",2006,"Jeep","SUV","Masculino",20,"TO",167524.181529111
"Gol",2007,"Hyundai","SUV","Masculino",52,"RR",25881.1447667191
"Creta",2017,"Jeep","Esportivo","Feminino",63,"PB",11756.5361692337
"Prisma",2023,"Honda","Hatch","Feminino",46,"PR",68362.9802881042
"Creta",2004,"Hyundai","Furgão","Masculino",31,"MG",15783.383231773
"Civic",2001,"Jeep","Hatch","Feminino",56,"SC",47819.8807263048
"Prisma",2022,"Ford","SUV","Masculino",65,"PB",40043.8574929722
"Gol",2009,"Toyota","Minivan","Masculino",62,"SP",42994.1701544914
"Fox",2015,"Hyundai","Picape","Feminino",29,"MT",29923.2992893783
"Corolla",2019,"Volkswagen","Picape","Masculino",40,"AL",18112.7430569148
"Prisma",2006,"Volkswagen","Furgão","Masculino",37,"SC",120365.292861662
"Ka",2004,"Volkswagen","SUV","Feminino",42,"GO",7767.37954423297
"Corolla",2000,"Honda","SUV","Masculino",53,"SP",39431.2295562821
"Jeep Renegade",2009,"Volkswagen","Hatch","Masculino",43,"PI",34877.6709473692
"Civic",2015,"Jeep","Minivan","Feminino",31,"GO",101239.550247672
"HB20",2010,"Chevrolet","Perua","Masculino",24,"MA",215904.477905994
"Fox",2018,"Honda","SUV","Masculino",46,"GO",60897.2910837736
"Creta",2024,"Volkswagen","Esportivo","Masculino",49,"RJ",43389.8565771058
"Onix",2016,"Honda","Crossover","Feminino",64,"SE",49673.9799820352
"HB20",2003,"Volkswagen","Hatch","Feminino",53,"MS",9370.57025188114
"Civic",2006,"Honda","Crossover","Masculino",32,"PE",81278.2587497495
"Gol",2016,"Ford","SUV","Masculino",52,"SP",28234.7603895236
"Ka",2020,"Toyota","Esportivo","Feminino",50,"GO",24579.7427453334
"Corolla",2023,"Honda","SUV","Feminino",37,"AL",71091.730892472
"Corolla",2018,"Honda","Minivan","Feminino",54,"AP",8057.48001635075
"Gol",2002,"Ford","Crossover","Feminino",53,"SP",18426.5748676611
"HB20",2023,"Honda","SUV","Masculino",55,"BA",7482.24446892273
"Onix",2007,"Ford","Furgão","Feminino",63,"MS",18195.1905610971
"Gol",2012,"Jeep","Picape","Masculino",40,"SE",112566.453621769
"Civic",2021,"Jeep","Perua","Masculino",21,"PE",134287.055609934
"Prisma",2004,"Honda","Perua","Feminino",38,"PE",78173.3480028575
"Jeep Renegade",2017,"Jeep","Hatch","Feminino",31,"SP",93021.5013884008
"Jeep Renegade",2019,"Hyundai","Hatch","Feminino",42,"CE",31353.4274115926
"Civic",2007,"Ford","SUV","Masculino",35,"PB",147074.549096613
"Corolla",2005,"Volkswagen","Hatch","Feminino",45,"MG",40828.5015243338
"Prisma",2006,"Toyota","Minivan","Masculino",59,"AM",4103.37854325771
"HB20",2007,"Volkswagen","Minivan","Masculino",53,"AM",14129.6920599416
"HB20",2015,"Honda","Sedan","Masculino",48,"SE",56979.3493526988
"HB20",2018,"Volkswagen","Crossover","Feminino",34,"SP",155178.925944003
"Creta",2007,"Volkswagen","Perua","Masculino",23,"RR",64564.1190955415
"Jeep Renegade",2004,"Ford","Hatch","Feminino",50,"PI",39257.3917518603
"HB20",2006,"Toyota","Furgão","Masculino",32,"SC",179337.627927982
"Onix",2001,"Toyota","Perua","Feminino",33,"AC",172166.418159474
"Corolla",2009,"Honda","Picape","Masculino",26,"BA",78943.6233172426
"Ka",2016,"Honda","Furgão","Feminino",59,"DF",45740.538036311
"Gol",2003,"Ford","Picape","Masculino",55,"MG",28249.8316965997
"Creta",2008,"Volkswagen","SUV","Feminino",34,"GO",35155.6925473968
"Corolla",2009,"Chevrolet","Furgão","Feminino",41,"ES",22577.8193303151
"Prisma",2002,"Jeep","Furgão","Feminino",61,"AL",8621.27820488531
"Ka",2009,"Chevrolet","Crossover","Feminino",62,"SE",45763.0880873883
"Ka",2012,"Ford","Picape","Feminino",22,"RN",101380.964921834
"Ka",2023,"Volkswagen","Furgão","Feminino",38,"GO",103143.372216797
"Onix",2001,"Volkswagen","SUV","Masculino",57,"PA",14773.2240275247
"HB20",2024,"Ford","Picape","Masculino",33,"ES",134790.440206602
"Creta",2004,"Hyundai","SUV","Feminino",65,"ES",29551.037223544
"Creta",2004,"Honda","Hatch","Masculino",37,"AL",199471.572572831
"HB20",2004,"Ford","Crossover","Feminino",21,"AL",278843.906844012
"Corolla",2010,"Honda","Sedan","Masculino",58,"MA",16190.0090863463
"Civic",2013,"Hyundai","Crossover","Feminino",43,"SP",13383.0653112615
"HB20",2024,"Jeep","Perua","Feminino",19,"PA",253359.434689139
"Onix",2003,"Jeep","Perua","Masculino",54,"SC",32809.9265050841
"Ka",2001,"Honda","Crossover","Feminino",32,"PI",96666.3292580983
"Creta",2023,"Volkswagen","Hatch","Feminino",65,"CE",35421.6367254267
"Jeep Renegade",2010,"Hyundai","Perua","Masculino",18,"MG",276096.351178852
"HB20",2024,"Jeep","Hatch","Masculino",40,"SC",22878.115408239
"Jeep Renegade",2000,"Hyundai","SUV","Masculino",61,"GO",33237.742815027
"Gol",2022,"Jeep","Perua","Feminino",64,"AC",45467.8431454813
"Fox",2008,"Volkswagen","Hatch","Feminino",46,"MG",62288.7026453158
"Fox",2005,"Jeep","Furgão","Masculino",45,"SE",3881.79626907222
"Ka",2006,"Ford","Crossover","Feminino",19,"MS",260571.445633052
"Corolla",2010,"Hyundai","Picape","Feminino",47,"AL",96054.4503742829
"Fox",2006,"Toyota","Esportivo","Feminino",65,"AC",5126.84361315332
"Corolla",2024,"Toyota","Furgão","Masculino",25,"ES",28621.3808281347
"Jeep Renegade",2017,"Jeep","Hatch","Feminino",64,"BA",5261.89085848164
"Jeep Renegade",2023,"Volkswagen","Sedan","Masculino",58,"TO",38307.5137431035
"Gol",2002,"Volkswagen","Picape","Masculino",20,"AP",285460.113279708
"HB20",2001,"Jeep","Crossover","Masculino",32,"MA",135444.387734612
"Prisma",2019,"Toyota","Sedan","Feminino",62,"AM",39235.2411649423
"Corolla",2014,"Toyota","Furgão","Masculino",60,"MA",1875.99073816091
"Jeep Renegade",2023,"Toyota","Crossover","Masculino",29,"PA",143738.541378756
"Jeep Renegade",2002,"Toyota","Picape","Masculino",37,"AL",87129.4646686409
"Corolla",2000,"Toyota","SUV","Masculino",62,"PE",19913.594510965
"Gol",2009,"Volkswagen","Hatch","Feminino",58,"AM",22258.6444500135
"Gol",2012,"Toyota","Perua","Feminino",32,"SC",52070.150499302
"Fox",2018,"Volkswagen","Minivan","Feminino",59,"RN",34103.2588093542
"Ka",2003,"Hyundai","SUV","Feminino",50,"ES",32854.54311918
"Corolla",2017,"Ford","Minivan","Masculino",54,"PI",5484.71818319522
"Gol",2022,"Ford","SUV","Masculino",35,"PB",41107.8626265051
"Fox",2024,"Jeep","Furgão","Feminino",43,"SC",12428.1800020253
"Ka",2003,"Hyundai","Furgão","Masculino",62,"AC",42758.5186162498
"Onix",2022,"Chevrolet","Crossover","Feminino",19,"GO",71971.5125512797
"Civic",2020,"Toyota","Esportivo","Masculino",22,"MS",57131.3611971913
"Jeep Renegade",2011,"Jeep","Perua","Feminino",49,"PB",68332.6626916416
"Fox",2019,"Hyundai","SUV","Feminino",50,"GO",10347.6136727724
"Jeep Renegade",2009,"Chevrolet","Picape","Feminino",60,"RO",46725.3604775993
"Creta",2011,"Toyota","Hatch","Masculino",54,"GO",13371.1229599779
"Ka",2007,"Chevrolet","Perua","Feminino",20,"GO",220287.551489775
"Gol",2004,"Chevrolet","Hatch","Masculino",28,"SE",149451.727741468
"Fox",2001,"Toyota","Furgão","Feminino",58,"MG",19023.7913360819
"Jeep Renegade",2006,"Ford","Furgão","Feminino",61,"RJ",15467.0597442426
"Prisma",2007,"Honda","SUV","Feminino",48,"RJ",22756.3349207863
"Civic",2010,"Honda","SUV","Masculino",61,"ES",33009.0324698249
"Fox",2019,"Honda","SUV","Masculino",59,"SP",27560.6340377126
"Fox",2002,"Toyota","SUV","Feminino",36,"MS",190674.373681028
"Ka",2016,"Jeep","Crossover","Masculino",37,"AM",196665.770671843
"Jeep Renegade",2001,"Ford","Minivan","Masculino",20,"RN",44172.1836516168
"Prisma",2005,"Toyota","Sedan","Masculino",50,"BA",28430.6814575102
"Civic",2010,"Chevrolet","Furgão","Masculino",33,"PE",52639.8914517136
"Jeep Renegade",2015,"Ford","Esportivo","Feminino",18,"PA",8671.02742439602
"Jeep Renegade",2017,"Toyota","Esportivo","Feminino",29,"AP",142905.028706393
"Gol",2020,"Ford","Furgão","Feminino",44,"RR",69738.5542621836
"HB20",2021,"Toyota","Crossover","Feminino",34,"PE",129722.743838141
"Corolla",2023,"Ford","Perua","Masculino",63,"RN",46240.1787874056
"Corolla",2005,"Honda","Perua","Masculino",36,"MT",13639.8551335558
"Corolla",2001,"Honda","Hatch","Masculino",46,"PR",76974.2827253649
"Creta",2008,"Hyundai","SUV","Masculino",52,"DF",34591.8913952773
"HB20",2001,"Volkswagen","Perua","Masculino",34,"RJ",189107.408794831
"Creta",2014,"Honda","Picape","Masculino",23,"RS",151682.02273089
"Gol",2001,"Jeep","Crossover","Masculino",37,"MS",196131.553899916
"Jeep Renegade",2022,"Honda","Picape","Masculino",44,"CE",56085.8586799353
"Fox",2008,"Chevrolet","Esportivo","Feminino",62,"AP",3035.91066761874
"Prisma",2011,"Volkswagen","Furgão","Feminino",41,"MG",67276.6684863949
"Ka",2010,"Toyota","Esportivo","Masculino",31,"PA",125513.233857742
"HB20",2023,"Toyota","Hatch","Masculino",65,"SP",36248.7260766095
"Gol",2009,"Toyota","Minivan","Feminino",62,"CE",880.948128597811
"Fox",2024,"Hyundai","Sedan","Masculino",46,"RS",23473.8664744655
"Jeep Renegade",2006,"Honda","Hatch","Masculino",28,"PB",179569.580105017
"Onix",2006,"Jeep","Minivan","Feminino",51,"SP",41471.4614505181
"Corolla",2020,"Honda","Furgão","Feminino",59,"AP",35332.0957830409
"HB20",2003,"Toyota","Crossover","Masculino",54,"ES",31886.4471175009
"HB20",2001,"Hyundai","Perua","Feminino",19,"RO",20420.0591406086
"Fox",2012,"Toyota","Picape","Feminino",42,"AM",29034.7036156338
"Corolla",2017,"Ford","Perua","Feminino",22,"DF",169595.061775879
"Ka",2004,"Jeep","SUV","Feminino",23,"RO",84713.6864553206
"HB20",2013,"Volkswagen","Esportivo","Masculino",31,"PR",133905.612287298
"Onix",2005,"Chevrolet","Hatch","Feminino",27,"BA",62923.4936369583
"Jeep Renegade",2021,"Ford","Crossover","Feminino",37,"AL",46236.1973039107
"HB20",2004,"Jeep","SUV","Masculino",58,"PA",49244.292530953
"HB20",2020,"Honda","Perua","Masculino",55,"AM",19972.0141756814
"Onix",2022,"Toyota","Picape","Feminino",50,"RS",56002.0814435557
"Civic",2022,"Jeep","Crossover","Masculino",26,"RJ",55746.5511561604
"Jeep Renegade",2007,"Toyota","Picape","Feminino",29,"BA",49563.6108354433
"Ka",2011,"Jeep","Crossover","Masculino",48,"AP",3063.67352050729
"Jeep Renegade",2004,"Ford","Crossover","Feminino",43,"RO",14959.1164344223
"Jeep Renegade",2020,"Honda","Crossover","Masculino",58,"DF",18984.3672601506
"Fox",2002,"Chevrolet","Perua","Masculino",20,"GO",63547.802350251
"Gol",2010,"Chevrolet","Esportivo","Masculino",32,"SC",35546.218332951
"Gol",2014,"Volkswagen","Perua","Feminino",18,"GO",201284.327006922
"Prisma",2013,"Chevrolet","Crossover","Feminino",54,"AM",17304.9415639834
"Jeep Renegade",2001,"Honda","Perua","Masculino",31,"PI",116765.516306623
"Creta",2017,"Honda","Minivan","Feminino",41,"AM",75531.6932668909
"Prisma",2022,"Ford","SUV","Feminino",54,"PA",9873.78248721361
"Ka",2021,"Chevrolet","Picape","Masculino",49,"MT",86009.5531119499
"Fox",2023,"Chevrolet","SUV","Feminino",63,"DF",22144.2237180425
"Civic",2015,"Toyota","Sedan","Masculino",65,"RJ",36710.6470408151
"Civic",2010,"Jeep","Hatch","Feminino",22,"GO",121015.765456203
"Onix",2018,"Chevrolet","Furgão","Feminino",41,"SE",57244.8940492235
"Prisma",2001,"Chevrolet","Esportivo","Masculino",46,"TO",41153.3609068254
"Jeep Renegade",2017,"Ford","Hatch","Feminino",21,"RR",52043.7008063542
"Creta",2007,"Honda","Furgão","Masculino",18,"AP",258003.221207019
"Corolla",2009,"Chevrolet","Perua","Feminino",56,"RS",46487.6368096564
"Prisma",2004,"Chevrolet","Furgão","Feminino",32,"SP",73993.0124850245
"Gol",2024,"Honda","Sedan","Feminino",19,"CE",193884.026133036
"HB20",2005,"Jeep","Sedan","Feminino",55,"PE",30980.2312229061
"Jeep Renegade",2021,"Ford","Picape","Feminino",54,"PB",10887.6827858156
"Corolla",2011,"Hyundai","Crossover","Masculino",56,"PE",15044.7787720012
"Creta",2001,"Volkswagen","Esportivo","Masculino",38,"GO",50522.2984202672
"Corolla",2016,"Honda","Crossover","Masculino",48,"PI",69448.4483126551
"HB20",2005,"Honda","Perua","Masculino",30,"AC",44919.1613583127
"Fox",2004,"Volkswagen","Picape","Feminino",54,"MS",23524.435685901
"Creta",2019,"Hyundai","Furgão","Feminino",35,"AL",38789.252834185
"Civic",2022,"Hyundai","SUV","Feminino",56,"AC",30417.5913366955
"Onix",2008,"Ford","Hatch","Feminino",54,"AL",25034.3499155715
"Jeep Renegade",2012,"Jeep","Esportivo","Masculino",23,"PB",155318.50597111
"HB20",2023,"Volkswagen","Minivan","Masculino",40,"MS",10128.1709876843
"Corolla",2007,"Toyota","Minivan","Masculino",32,"MT",161303.60354369
"Prisma",2014,"Honda","Sedan","Feminino",65,"DF",18018.2208671933
"Ka",2015,"Toyota","SUV","Feminino",51,"CE",19901.3266986702
"Prisma",2009,"Volkswagen","Furgão","Masculino",34,"RR",89313.6724083219
"Gol",2009,"Hyundai","Minivan","Feminino",19,"SE",210558.626546105
"Ka",2000,"Honda","Hatch","Masculino",20,"PI",290617.325882684
"Gol",2014,"Ford","Perua","Masculino",27,"AP",33695.3194521135
"Corolla",2016,"Volkswagen","Sedan","Masculino",46,"ES",14331.241699541
"Gol",2013,"Chevrolet","Perua","Feminino",31,"RS",82381.667260034
"Ka",2013,"Honda","SUV","Masculino",53,"CE",37695.4922436038
"Gol",2010,"Chevrolet","Picape","Feminino",21,"BA",296396.437747101
"Civic",2021,"Toyota","SUV","Feminino",28,"CE",30654.2013217695
"Prisma",2006,"Hyundai","Furgão","Feminino",22,"RJ",134799.641412171
"Gol",2020,"Toyota","Esportivo","Masculino",49,"CE",26744.8906952981
"Ka",2001,"Ford","Sedan","Feminino",45,"SE",95741.4047541097
"Civic",2005,"Volkswagen","Picape","Masculino",21,"RO",290191.573286662
"HB20",2021,"Jeep","Minivan","Masculino",26,"CE",27037.5679125544
"Prisma",2013,"Ford","Perua","Masculino",22,"RJ",29057.7012964524
"Prisma",2007,"Volkswagen","Crossover","Feminino",38,"PE",72548.5888690222
"Prisma",2003,"Hyundai","Minivan","Masculino",26,"RO",83772.5816091523
"Jeep Renegade",2010,"Toyota","Picape","Feminino",34,"AP",102417.531536915
"HB20",2012,"Honda","Esportivo","Feminino",38,"RO",72466.3442969322
"HB20",2018,"Chevrolet","Perua","Masculino",63,"RO",48921.5444410685
"Jeep Renegade",2018,"Chevrolet","Furgão","Masculino",26,"GO",24411.3890437875
"Civic",2016,"Jeep","Hatch","Masculino",57,"MT",20326.758408756
"Prisma",2011,"Volkswagen","Perua","Feminino",46,"MG",49803.9612746099
"HB20",2005,"Toyota","Perua","Feminino",18,"RJ",93455.3390495712
"Jeep Renegade",2022,"Honda","Sedan","Feminino",47,"BA",13837.932417728
"HB20",2013,"Volkswagen","Picape","Feminino",41,"BA",67993.8042547554
"Prisma",2019,"Honda","Perua","Feminino",32,"AC",104276.759435795
"Onix",2009,"Volkswagen","Esportivo","Feminino",23,"PB",171374.287810992
"Gol",2002,"Jeep","Sedan","Masculino",56,"AP",22496.1011708016
"Ka",2024,"Hyundai","Minivan","Feminino",25,"ES",262496.726394212
"Jeep Renegade",2018,"Ford","Hatch","Feminino",29,"PR",107952.006984921
"Fox",2017,"Hyundai","Minivan","Feminino",46,"PE",70013.3458501194
"Fox",2012,"Honda","Crossover","Feminino",24,"PE",91564.0136149479
"Ka",2012,"Honda","Crossover","Masculino",21,"SE",121272.774432949
"Ka",2003,"Jeep","Minivan","Masculino",58,"MS",12447.7694723057
"Onix",2018,"Volkswagen","Picape","Masculino",61,"RS",4310.02791456413
"Corolla",2020,"Honda","Minivan","Masculino",20,"AP",156080.640989332
"Civic",2024,"Honda","Sedan","Feminino",52,"DF",14091.1110621179
"Civic",2022,"Toyota","Sedan","Feminino",25,"RJ",3008.14164010808
"Creta",2022,"Hyundai","Crossover","Masculino",63,"RR",2409.55572940875
"Corolla",2004,"Toyota","SUV","Feminino",57,"CE",30784.7225009697
"Prisma",2006,"Toyota","Hatch","Feminino",56,"MA",36873.9317036932
"Prisma",2007,"Ford","Minivan","Feminino",44,"MG",24381.0577957425
"Onix",2001,"Hyundai","Picape","Feminino",34,"GO",53519.6526714368
"Civic",2020,"Ford","Perua","Masculino",19,"RO",174304.182902793
"Jeep Renegade",2001,"Chevrolet","SUV","Feminino",47,"BA",71038.8242876856
"HB20",2011,"Volkswagen","Hatch","Masculino",61,"MA",5888.37899833452
"Onix",2018,"Honda","Picape","Feminino",48,"AM",44306.2744782306
"Civic",2013,"Chevrolet","Picape","Masculino",27,"PB",195800.265397411
"Ka",2019,"Toyota","Crossover","Feminino",47,"MS",21246.5894219
"Jeep Renegade",2020,"Chevrolet","SUV","Masculino",32,"PR",76708.977389941
"Corolla",2012,"Chevrolet","Furgão","Masculino",43,"MG",22270.0993788196
"Corolla",2020,"Volkswagen","Esportivo","Masculino",23,"MA",63073.0054819258
"HB20",2010,"Ford","Furgão","Masculino",33,"SC",55379.4774430571
"Prisma",2019,"Ford","SUV","Masculino",34,"RN",64156.1517611612
"Corolla",2000,"Volkswagen","Sedan","Feminino",58,"TO",41654.5159750618
"Onix",2011,"Jeep","Perua","Masculino",59,"AC",6704.98115308583
"HB20",2018,"Jeep","Sedan","Masculino",65,"MS",16169.6567408741
"Fox",2002,"Honda","Esportivo","Masculino",48,"RJ",18078.2400837867
"Onix",2001,"Jeep","Hatch","Feminino",20,"DF",78428.7107026437
"Gol",2000,"Ford","Hatch","Feminino",23,"PA",214761.513256445
"Jeep Renegade",2006,"Chevrolet","Sedan","Feminino",23,"AP",180979.536124645
"HB20",2014,"Toyota","SUV","Masculino",37,"MT",82464.5066590281
"HB20",2001,"Ford","Minivan","Masculino",43,"TO",85724.291667575
"Fox",2004,"Hyundai","Furgão","Feminino",45,"MS",61792.8185536759
"Corolla",2009,"Honda","Picape","Feminino",34,"SC",27077.3159545613
"Creta",2006,"Hyundai","Sedan","Feminino",55,"AC",8102.83341107424
"Corolla",2019,"Toyota","Furgão","Masculino",24,"SC",21649.020970054
"Prisma",2019,"Hyundai","Perua","Masculino",57,"PE",12264.0447737416
"HB20",2010,"Jeep","Furgão","Masculino",27,"PE",180626.258273493
"Corolla",2024,"Chevrolet","Crossover","Masculino",45,"SP",16846.4262476657
"Jeep Renegade",2022,"Honda","Picape","Feminino",29,"AP",116539.309907332
"Gol",2016,"Toyota","Minivan","Masculino",35,"MS",124582.388338097
"Civic",2003,"Toyota","Minivan","Masculino",38,"MS",106730.065090745
"Creta",2023,"Chevrolet","SUV","Masculino",36,"PE",13736.6590391612
"Corolla",2022,"Jeep","Furgão","Masculino",23,"SE",149393.903476861
"Fox",2006,"Chevrolet","Furgão","Masculino",52,"RR",31503.7375287153
"Jeep Renegade",2020,"Hyundai","SUV","Masculino",21,"MG",54987.1726557612
"Creta",2003,"Honda","Hatch","Masculino",34,"RO",95289.5137898391
"Fox",2009,"Hyundai","Picape","Masculino",21,"BA",51543.3746766066
"HB20",2016,"Hyundai","Perua","Masculino",22,"RO",31838.589019049
"Creta",2006,"Ford","Sedan","Masculino",60,"PE",32026.7110048095
"Fox",2015,"Ford","Esportivo","Masculino",38,"AL",138377.879950288
"Gol",2016,"Volkswagen","Furgão","Masculino",47,"MG",44708.6544856429
"Civic",2012,"Volkswagen","Perua","Masculino",54,"SE",33385.5093997205
"Jeep Renegade",2010,"Toyota","Perua","Masculino",45,"ES",61186.2314977683
"Fox",2009,"Jeep","Crossover","Feminino",41,"PE",88650.6482979981
"Corolla",2005,"Hyundai","Esportivo","Masculino",42,"SC",92023.1921494706
"HB20",2001,"Honda","Picape","Masculino",21,"PI",219412.645864533
"Fox",2000,"Chevrolet","Perua","Feminino",40,"AC",124571.308925631
"Fox",2017,"Volkswagen","Esportivo","Feminino",48,"TO",48755.4394497536
"Civic",2024,"Jeep","Crossover","Masculino",48,"SP",6741.95161862299
"Corolla",2006,"Ford","Picape","Masculino",59,"AL",30748.5803857679
"HB20",2014,"Volkswagen","Esportivo","Masculino",46,"AM",94546.0440225666
"Civic",2010,"Honda","Hatch","Feminino",29,"MA",6612.73710285313
"Jeep Renegade",2015,"Jeep","Hatch","Masculino",34,"DF",93007.1862068493
"Gol",2006,"Jeep","Crossover","Feminino",53,"RO",25987.9755623871
"Fox",2021,"Honda","Esportivo","Masculino",38,"AP",102752.507612854
"Onix",2007,"Volkswagen","Picape","Masculino",54,"ES",35952.1010957891
"HB20",2002,"Toyota","Crossover","Masculino",27,"MG",154795.557423751
"Ka",2014,"Ford","SUV","Feminino",62,"PA",40454.1903090896
"Civic",2006,"Toyota","Esportivo","Feminino",48,"SP",45197.7046763757
"Prisma",2004,"Jeep","Furgão","Masculino",64,"BA",902.672864100896
"HB20",2007,"Chevrolet","Perua","Feminino",58,"MG",24071.3721502805
"Onix",2006,"Hyundai","Minivan","Feminino",60,"MT",2629.65527286287
"Civic",2014,"Jeep","Sedan","Masculino",62,"CE",39576.5393222449
"Onix",2006,"Volkswagen","Perua","Masculino",52,"SC",33663.2008506916
"Fox",2023,"Ford","Picape","Masculino",42,"RJ",88047.7293479256
"Prisma",2008,"Volkswagen","Furgão","Feminino",31,"DF",170261.178518785
"Ka",2023,"Toyota","Crossover","Masculino",23,"BA",135918.770135636
"Onix",2018,"Toyota","Sedan","Masculino",23,"RR",252966.174286371
"Prisma",2014,"Honda","Crossover","Feminino",52,"PE",11101.0534187546
